Code,GSS_CODE,Name,NAME,ONS_INNER,Pivot Field Names,SUB_2006,SUB_2009,Year,CO2 emissions per capita,Domestic 2005,Domestic 2006,Domestic 2007,Domestic 2008,Domestic 2009,Domestic 2010,Domestic 2011,Domestic 2012,Domestic 2013,Domestic 2014,Geometry,Grand Total 2005,Grand Total 2006,Grand Total 2007,Grand Total 2008,Grand Total 2009,Grand Total 2010,Grand Total 2011,Grand Total 2012,Grand Total 2013,Grand Total 2014,HECTARES,Industry and Commercial 2005,Industry and Commercial 2006,Industry and Commercial 2007,Industry and Commercial 2008,Industry and Commercial 2009,Industry and Commercial 2010,Industry and Commercial 2011,Industry and Commercial 2012,Industry and Commercial 2013,Industry and Commercial 2014,N. LULUCF Net Emissions 2005,N. LULUCF Net Emissions 2006,N. LULUCF Net Emissions 2007,N. LULUCF Net Emissions 2008,N. LULUCF Net Emissions 2009,N. LULUCF Net Emissions 2010,N. LULUCF Net Emissions 2011,N. LULUCF Net Emissions 2012,N. LULUCF Net Emissions 2013,N. LULUCF Net Emissions 2014,NONLD_AREA,"Population ('000s, mid-year estimate) 2005","Population ('000s, mid-year estimate) 2006","Population ('000s, mid-year estimate) 2007","Population ('000s, mid-year estimate) 2008","Population ('000s, mid-year estimate) 2009","Population ('000s, mid-year estimate) 2010","Population ('000s, mid-year estimate) 2011","Population ('000s, mid-year estimate) 2012","Population ('000s, mid-year estimate) 2013","Population ('000s, mid-year estimate) 2014",Transport 2005,Transport 2006,Transport 2007,Transport 2008,Transport 2009,Transport 2010,Transport 2011,Transport 2012,Transport 2013,Transport 2014
E09000017,E09000017,Hillingdon,Hillingdon,F,Per Capita Emissions (t) 2005,,,1/1/2005,9.245246766,586.656571894,587.542710838,571.760282305,577.708414575,521.462749646,561.299587636,490.515476406,531.735927516,523.307858634,436.502947373,Polygon,2324.532394336,2319.320198811,2216.700428521,2332.032804846,2071.023502674,2080.754300340,1812.088821788,2059.788774018,2007.567618919,1713.261487318,11570.063,1063.457014739,1072.615026266,991.351491502,1120.255786640,927.664157422,909.813026512,733.038143116,930.337903420,885.455979101,671.237347542,3.124754803,2.846198599,2.624918154,2.403249492,2.310304472,2.100870437,1.920537655,1.681314920,1.592531276,1.324787159,0,251.43,254.387,256.981,261.051,265.665,269.465,275.499,281.756,286.808,292.69,671.294052901,656.316263108,650.963736561,631.665354139,619.586291134,607.540815754,586.614664611,596.033628162,597.211249909,604.196405243
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2014,,,1/1/2014,3.040191857,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2013,,,1/1/2013,3.454875509,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2012,,,1/1/2012,3.599218372,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2011,,,1/1/2011,3.382696427,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2010,,,1/1/2010,3.857926316,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2009,,,1/1/2009,3.747599824,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2008,,,1/1/2008,4.251119873,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2007,,,1/1/2007,4.315543614,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2006,,,1/1/2006,4.465080606,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000015,E09000015,Harrow,Harrow,F,Per Capita Emissions (t) 2005,,,1/1/2005,4.570307541,535.228988811,535.639644666,522.250806908,525.816411852,475.022033542,514.832276540,447.153077381,482.977688884,478.885472006,400.057306577,Polygon,1010.536130093,998.534906079,976.844874859,975.916835828,875.045820847,916.068461547,813.535108015,872.367751331,840.823417135,747.920638918,5046.33,299.441268740,292.270902001,286.634363145,289.552552347,247.060243757,252.305103713,218.921772078,241.777058056,218.690591735,205.309093905,1.286773257,1.161702173,1.072479194,0.972284727,0.919058269,0.829927886,0.751570253,0.649558497,0.616477586,0.515737567,0,221.109,223.632,226.355,229.567,233.495,237.451,240.499,242.377,243.373,246.011,174.579099285,169.462657238,166.887225611,159.575586901,152.044485279,148.101153409,146.708688304,146.963445895,142.630875809,142.038500869
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2014,,,1/1/2014,3.663380434,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2013,,,1/1/2013,4.099577483,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2012,,,1/1/2012,4.279671827,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2011,,,1/1/2011,3.671860472,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2010,,,1/1/2010,4.228278632,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2009,,,1/1/2009,4.345698397,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2008,,,1/1/2008,4.952331480,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2007,,,1/1/2007,4.946346855,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2006,,,1/1/2006,5.053310582,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000005,E09000005,Brent,Brent,F,Per Capita Emissions (t) 2005,,,1/1/2005,5.270528003,616.457177044,614.246393676,601.689275053,606.043417610,547.455595183,587.325365976,508.911358099,549.659456639,539.946222769,450.110050357,Polygon,1427.991586711,1397.260589179,1401.166512734,1440.638179812,1295.530914681,1288.715902989,1146.520072950,1346.641536928,1300.648350551,1175.073234781,4323.27,542.962594277,521.416651501,545.305835717,602.324527642,523.885058207,464.952867626,411.744518275,571.269532908,546.374333905,500.860891464,1.173762719,1.080908690,1.010175770,0.932752332,0.881598512,0.811673189,0.747814918,0.671962632,0.635591713,0.562920466,0,270.939,276.504,283.273,290.901,298.118,304.785,312.245,314.66,317.264,320.762,267.398052671,260.516635312,253.161226192,231.337482229,223.308662780,235.625996198,225.116381658,225.040584750,213.692202164,223.539372494
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2014,,,1/1/2014,3.774475201,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2013,,,1/1/2013,4.209761739,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2012,,,1/1/2012,4.362576412,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2011,,,1/1/2011,4.190718867,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2010,,,1/1/2010,4.763127525,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2009,,,1/1/2009,4.577370608,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2008,,,1/1/2008,5.106323317,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2007,,,1/1/2007,5.131499933,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2006,,,1/1/2006,5.371425484,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000003,E09000003,Barnet,Barnet,F,Per Capita Emissions (t) 2005,,,1/1/2005,5.385459529,868.081255986,870.703593457,847.918110091,856.693972106,775.010817457,837.356468940,730.993034324,791.746061173,776.831261518,645.777150726,Polygon,1763.958799741,1776.872921593,1718.216042970,1732.126144912,1582.987499950,1673.944011155,1498.341242143,1587.785860499,1553.772540771,1415.107369998,8674.837,460.475156955,471.990439858,442.357542911,453.078514061,403.114224788,426.388166647,382.868507698,402.606210315,384.315022049,371.917495570,2.860712452,2.676377445,2.514958546,2.355081801,2.234042452,2.082462451,1.941514832,1.789208852,1.682685435,1.531035078,0,327.541,330.801,334.837,339.212,345.829,351.438,357.538,363.956,369.088,374.915,432.541674348,431.502510833,425.425431422,419.998576944,402.628415253,408.116913117,382.538185289,391.644380160,390.943571768,395.881688625
E09000022,E09000022,Lambeth,Lambeth,T,Per Capita Emissions (t) 2014,,,1/1/2014,3.429983323,602.868998653,594.701838872,576.090607502,583.642839430,525.080833373,563.486626888,493.442942445,532.573217148,519.556010753,429.945092315,Polygon,1413.445380767,1426.182485531,1383.463968660,1385.071956373,1285.654823127,1338.417658496,1219.877569652,1285.372158170,1259.078929717,1091.475573125,2724.94,519.351666169,546.328107189,524.445533044,534.936335440,505.778054609,527.336653123,487.293252744,524.130637035,516.633318529,435.995881068,0.878193006,0.816016956,0.764668441,0.710813030,0.669555838,0.620465998,0.574024537,0.523382909,0.490789411,0.442574645,43.927,277.62,280.524,284.964,289.126,294.05,297.65,304.481,310.2,314.242,318.216,290.346522939,284.336522514,282.163159672,265.781968472,254.126379307,246.973912487,238.567349926,228.144921077,222.398811025,225.092025097
